source_text_sample	source_hash	occurrences	surface_count	surfaces	locations	manual_translations
Party matching invite failed.	624ada25958d	2	2	lang0,taiwan	taiwan:local_sync_data.dat:GAME_PARTYMATCHING_INVITE_FAIL | lang0:lang0.pak:GAME_PARTYMATCHING_INVITE_FAIL	
Party Only	58d840480dff	2	2	lang0,taiwan	taiwan:local_data.dat:DST_OPTION_PERF_PLAYER_FILTER_PARTY | lang0:lang0.pak:DST_OPTION_PERF_PLAYER_FILTER_PARTY	组队专用 [taiwan:local_data.dat:DST_OPTION_PERF_PLAYER_FILTER_PARTY] | 仅队伍 [lang0:lang0.pak:DST_OPTION_PERF_PLAYER_FILTER_PARTY]
Pepero	9ab61814c642	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:6:6111202:0 | tbl:tbl1.pak:0x0173429C	
Performance Mode	6fd40bbf1291	2	2	lang0,taiwan	taiwan:local_data.dat:DST_OPTION_GRAPHIC_PERFORMANCE_MODE | lang0:lang0.pak:DST_OPTION_GRAPHIC_PERFORMANCE_MODE	性能模式 [lang0:lang0.pak:DST_OPTION_GRAPHIC_PERFORMANCE_MODE]
Physical Defense	22677b83be6b	2	2	lang0,tbl	lang0:lang0.pak:DST_PET_STATUS_PHYSICAL_DEFENSE | tbl:tbl1.pak:0x018604DB	物理防御力 [lang0:lang0.pak:DST_PET_STATUS_PHYSICAL_DEFENSE]
Piccolo Outfit	c4e38d7c1f6b	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:111702910:0 | tbl:tbl1.pak:0x01692EE1	比克套装 [taiwan:table_text_all_data.rdf:3:111702910:0]
Piccolo Outfit [Half]	0947a44e2333	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:111702920:0 | tbl:tbl1.pak:0x01692F75	
Pickup	a51122c1008c	2	2	lang0,tbl	lang0:lang0.pak:DST_POPUPMENU_PICKUP | tbl:tbl1.pak:0x0172B4DE	
Pink Outfit	34c67616b92a	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:7000230:0 | tbl:tbl1.pak:0x014B4A89	粉色套装 [taiwan:table_text_all_data.rdf:3:7000230:0]
PK Impossible to Enter	9be04c9e56a4	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DRAGONBALL_SCRAMBLE_CONFIRM_DROP_3 | lang0:lang0.pak:DST_DRAGONBALL_SCRAMBLE_CONFIRM_DROP_3	PK状态无法进入 [taiwan:local_data.dat:DST_DRAGONBALL_SCRAMBLE_CONFIRM_DROP_3]
Plasma Majin	95b123fcd50b	2	2	lang0,tbl	lang0:lang0.pak:DST_PLAS_MA | tbl:tbl1.pak:0x018630BD	普利兹魔 [lang0:lang0.pak:DST_PLAS_MA]
Player Count	1466c793bc36	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DWC_PLAYER_COUNT | lang0:lang0.pak:DST_DWC_PLAYER_COUNT	
Player Filter:	61c69736246c	2	2	lang0,taiwan	taiwan:local_data.dat:DST_OPTION_PERF_PLAYER_FILTER | lang0:lang0.pak:DST_OPTION_PERF_PLAYER_FILTER	玩家过滤: [lang0:lang0.pak:DST_OPTION_PERF_PLAYER_FILTER]
PlayFull Dance	ea36496bdf43	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:7:20110970:0 | tbl:tbl1.pak:0x017ECDB7	
Please insert a normal upgrade stone.	3de7242f134a	2	2	lang0,taiwan	taiwan:local_data.dat:DST_TABITEMUPGRADENORMALSTONE_ERR | lang0:lang0.pak:DST_TABITEMUPGRADENORMALSTONE_ERR	
Please insert an upper upgrade stone.	b3835f9b2d2a	2	2	lang0,taiwan	taiwan:local_data.dat:DST_TABITEMUPGRADEUPPERSTONE_ERR | lang0:lang0.pak:DST_TABITEMUPGRADEUPPERSTONE_ERR	
Poko Priest	75e260c302d5	2	2	lang0,tbl	lang0:lang0.pak:DST_POCO_SUMMONER | tbl:tbl1.pak:0x01862F9B	波可导师 [lang0:lang0.pak:DST_POCO_SUMMONER]
Powerfull Super Saiyan	bab08a3afdfb	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:7:210120:0 | tbl:tbl1.pak:0x0178DC59	
Prolog	ba4d6e652036	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DWC_PROLOG_TITLE | lang0:lang0.pak:DST_DWC_PROLOG_TITLE	
Quest Text Effects	e6ba0a660519	2	2	lang0,tbl	lang0:lang0.pak:DST_OPTION_ETC_QUESTEFFECT | tbl:tbl1.pak:0x01868121	任务文字效果 [lang0:lang0.pak:DST_OPTION_ETC_QUESTEFFECT]
Rating	6437b7bf6558	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DWC_GRADE | lang0:lang0.pak:DST_DWC_GRADE	
Ready, Waiting response	e6ceaa5c8bef	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DRAGONBALL_SCRAMBLE_READY_FOR_JOIN_RES | lang0:lang0.pak:DST_DRAGONBALL_SCRAMBLE_READY_FOR_JOIN_RES	
Recipe Galactic Combat Gear (Pants) H	d3582b9fc33c	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:16028520:0 | tbl:tbl1.pak:0x015BCD87	银河战斗装备(裤子)H配方 [tbl:tbl1.pak:0x015BCD87]
Recipe Galactic Combat Gear (Pants) M	bf6386849d12	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:16078520:0 | tbl:tbl1.pak:0x015BD2BF	银河战斗装备(裤子)M配方 [tbl:tbl1.pak:0x015BD2BF]
Recipe Galactic Combat Gear (Pants) N	a29dc3350e8e	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:16058520:0 | tbl:tbl1.pak:0x015BD023	银河战斗装备(裤子)N配方 [tbl:tbl1.pak:0x015BD023]
Recipe Galactic Combat Gear (Shoes) H	a7a7fe01d13e	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:16028530:0 | tbl:tbl1.pak:0x015BCE67	银河战斗装备(鞋子)H配方 [tbl:tbl1.pak:0x015BCE67]
Recipe Galactic Combat Gear (Shoes) M	490c41ac1d3f	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:16078530:0 | tbl:tbl1.pak:0x015BD39F	银河战斗装备(鞋子)M配方 [tbl:tbl1.pak:0x015BD39F]
Recipe Galactic Combat Gear (Shoes) N	90126518da07	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:16058530:0 | tbl:tbl1.pak:0x015BD103	银河战斗装备(鞋子)N配方 [tbl:tbl1.pak:0x015BD103]
Recipe Galactic Combat Gear (Top) H	82e5f5b5a54b	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:16028510:0 | tbl:tbl1.pak:0x015BCCAB	银河战斗装备(上衣)H配方 [tbl:tbl1.pak:0x015BCCAB]
Recipe Galactic Combat Gear (Top) M	85071638ea5b	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:16078510:0 | tbl:tbl1.pak:0x015BD1E3	银河战斗装备(上衣)M配方 [tbl:tbl1.pak:0x015BD1E3]
Recipe Galactic Combat Gear (Top) N	d9cb2468a532	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:16058510:0 | tbl:tbl1.pak:0x015BCF47	银河战斗装备(上衣)N配方 [tbl:tbl1.pak:0x015BCF47]
Repeat Rewards	43133fa6c614	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DWC_REPEAT_REWARD | lang0:lang0.pak:DST_DWC_REPEAT_REWARD	
Reset your Character Level	ace3c1042ef1	2	2	lang0,taiwan	taiwan:local_data.dat:DST_RESETS_TITLE | lang0:lang0.pak:DST_RESETS_TITLE	
Rimuru Tempest Outfit	3ca8262708ee	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:7000248:0 | tbl:tbl1.pak:0x014B4CE5	
RiverZ	3444d42882ff	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:6:99911055:0 | tbl:tbl1.pak:0x017788FC	
Rizard	4365e561ede4	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:5:42401101:0 | tbl:tbl1.pak:0x017132F9	
Roleplay cancelled.	c0202686084e	2	2	lang0,taiwan	taiwan:local_sync_data.dat:GAME_PARTYMATCHING_ROLEPLAY_CANCEL | lang0:lang0.pak:GAME_PARTYMATCHING_ROLEPLAY_CANCEL	
Safe upgrade not available.	ed57da37e4ab	2	2	lang0,taiwan	taiwan:local_data.dat:DST_TABITEMUPGRADE_SAFE_UPGRADE_ERR | lang0:lang0.pak:DST_TABITEMUPGRADE_SAFE_UPGRADE_ERR	
Scan Equipment	715d76e2bbfc	2	2	lang0,tbl	lang0:lang0.pak:DST_SCOUTER_CHECK_MENU_EQUIPMENT | tbl:tbl1.pak:0x017F7A56	查看装备 [lang0:lang0.pak:DST_SCOUTER_CHECK_MENU_EQUIPMENT]
Scenario	569aae5b47e4	2	2	lang0,tbl	lang0:lang0.pak:DST_TMQ_STATUS_SENARIO | tbl:tbl1.pak:0x01860D0F	
Scenario Info	325b2b922b3e	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DWC_SCENARIOINFO_TITLE | lang0:lang0.pak:DST_DWC_SCENARIOINFO_TITLE	
Scramble Participant	edc17710732c	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DRAGONBALL_SCRAMBLE_I_AM_PLAYER | lang0:lang0.pak:DST_DRAGONBALL_SCRAMBLE_I_AM_PLAYER	
Scramble!	80ba3447e506	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DRAGONBALL_SCRAMBLE_CONFIRM_GET_TITLE | lang0:lang0.pak:DST_DRAGONBALL_SCRAMBLE_CONFIRM_GET_TITLE	
Scroll	090a3c807816	2	2	lang0,tbl	lang0:lang0.pak:DST_SCROLL | tbl:tbl1.pak:0x018632FB	卷轴 [lang0:lang0.pak:DST_SCROLL]
Second Place Prize	ad8ed2a03e3d	2	2	lang0,taiwan	taiwan:local_data.dat:DST_BUDOKAI_NOTICE_PRIZE_SECOND_WINNER | lang0:lang0.pak:DST_BUDOKAI_NOTICE_PRIZE_SECOND_WINNER	
Select Target	7324f7707810	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DWC_CHOOSE_TITLE | lang0:lang0.pak:DST_DWC_CHOOSE_TITLE	
Send Mail	a107085e8e8e	2	2	lang0,tbl	lang0:lang0.pak:DST_POPUPMENU_GUILD_POST | tbl:tbl1.pak:0x018681EF	发邮件 [lang0:lang0.pak:DST_POPUPMENU_GUILD_POST]
Shadow Knight	36dee10e42bf	2	2	lang0,tbl	lang0:lang0.pak:DST_SHADOW_KNIGHT | tbl:tbl1.pak:0x01862F7B	魔界战士 [lang0:lang0.pak:DST_SHADOW_KNIGHT]
Shinigami Female Outfit	f410d700e569	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:7000234:0 | tbl:tbl1.pak:0x014B4ABF	
Shoes	664785616853	2	2	lang0,taiwan	taiwan:local_data.dat:DST_EQUIP_SLOT_TYPE_BOOTS | lang0:lang0.pak:DST_EQUIP_SLOT_TYPE_BOOTS	鞋子 [taiwan:local_data.dat:DST_EQUIP_SLOT_TYPE_BOOTS] | 鞋子 [lang0:lang0.pak:DST_EQUIP_SLOT_TYPE_BOOTS]
Shop not found.	b3882025d476	2	2	lang0,taiwan	taiwan:local_sync_data.dat:GAME_SHOP_NOT_FOUND | lang0:lang0.pak:GAME_SHOP_NOT_FOUND	
Since the start, %d time has elapsed.	885e74f0d1b1	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DELIBERATION_RANK_MESSAGE_0 | lang0:lang0.pak:DST_DELIBERATION_RANK_MESSAGE_0	
Skill reset time not available.	e12dc9a44c20	2	2	lang0,taiwan	taiwan:local_sync_data.dat:GAME_RESKILL_TIME_NON | lang0:lang0.pak:GAME_RESKILL_TIME_NON	
Skilled Crane Outfit	9222f06ce749	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:111702960:0 | tbl:tbl1.pak:0x0169310D	
Skilled Martial Artist Outfit	f61804ca1552	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:111702980:0 | tbl:tbl1.pak:0x01693251	Skilled 武道家 Outfit [tbl:tbl1.pak:0x01693251]
Skilled Turtle Outfit	bad093ad0967	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:111702970:0 | tbl:tbl1.pak:0x016931AD	
Sky Dungeon 1	ebe6b8d7ce3e	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:6:3701222:0 | tbl:tbl1.pak:0x0172DDA0	天空副本1 [taiwan:table_text_all_data.rdf:6:3701222:0]
Sky Dungeon 2	1f7c2b41757a	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:6:3701223:0 | tbl:tbl1.pak:0x0172DDC0	天空副本2 [taiwan:table_text_all_data.rdf:6:3701223:0]
Sky Dungeon 3	e7f2839891ed	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:6:3701224:0 | tbl:tbl1.pak:0x0172DDE0	天空副本3 [taiwan:table_text_all_data.rdf:6:3701224:0]
Soul	0cae74dd2ee6	2	2	lang0,taiwan	taiwan:local_data.dat:DST_EQUIP_SLOT_TYPE_SOUL | lang0:lang0.pak:DST_EQUIP_SLOT_TYPE_SOUL	灵魂 [taiwan:local_data.dat:DST_EQUIP_SLOT_TYPE_SOUL] | 灵魂 [lang0:lang0.pak:DST_EQUIP_SLOT_TYPE_SOUL]
Sound Effects	9c018170b60d	2	2	lang0,tbl	lang0:lang0.pak:DST_OPTION_SOUND_SE | tbl:tbl1.pak:0x01867FED	音效 [lang0:lang0.pak:DST_OPTION_SOUND_SE]
Special upgrade not available.	530d9d3b51dd	2	2	lang0,taiwan	taiwan:local_data.dat:DST_TABITEMUPGRADE_SPECIAL_UPGRADE_ERR | lang0:lang0.pak:DST_TABITEMUPGRADE_SPECIAL_UPGRADE_ERR	
Spiked with Item	244e9350fec1	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DRAGONBALL_SCRAMBLE_CONFIRM_GET_3 | lang0:lang0.pak:DST_DRAGONBALL_SCRAMBLE_CONFIRM_GET_3	
Spirit Bomb!	7c754ecaaeeb	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:7:101060300:0 | tbl:tbl1.pak:0x017F101F	精神炸弹! [tbl:tbl1.pak:0x017F101F]
Stone	029690b00bcd	2	2	lang0,taiwan	taiwan:table_text_all_data.rdf:4:6001534:0 | lang0:lang0.pak:DST_DISASSEMBLE_MATERIAL_TYPE_STONE	石 [taiwan:table_text_all_data.rdf:4:6001534:0]
Stones	09c28ae8f83b	2	2	lang0,tbl	lang0:lang0.pak:DST_OPTION_DROPFILTER_TITLE_STONES | tbl:tbl1.pak:0x016C2FB8	石头 [lang0:lang0.pak:DST_OPTION_DROPFILTER_TITLE_STONES]
Storage	9e092dda4f0e	2	2	lang0,tbl	lang0:lang0.pak:DST_YARDRAT | tbl:tbl1.pak:0x01714C9A	
Swordsman	b39501ca197b	2	2	lang0,tbl	lang0:lang0.pak:DST_SWORD_MASTER | tbl:tbl1.pak:0x01862FE9	剑术师 [lang0:lang0.pak:DST_SWORD_MASTER]
Tail	b0bf12d8d3c3	2	2	lang0,taiwan	taiwan:local_data.dat:DST_TAIL | lang0:lang0.pak:DST_TAIL	尾巴 [taiwan:local_data.dat:DST_TAIL]
Tanjiro Kimono	a54b6f6b8d55	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:99199975:0 | tbl:tbl1.pak:0x01655325	
Target Condition	f533e4a5592c	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DWC_CONDITION | lang0:lang0.pak:DST_DWC_CONDITION	
Target Goal	e7d68e070d57	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DWC_TARGET_TITLE | lang0:lang0.pak:DST_DWC_TARGET_TITLE	
Team Registration	42913fc0a656	2	2	lang0,taiwan	taiwan:local_data.dat:DST_BUDOKAI_NOTICE_TEAM_REGISTER | lang0:lang0.pak:DST_BUDOKAI_NOTICE_TEAM_REGISTER	
Team Second Place Prize	a741fbca0687	2	2	lang0,taiwan	taiwan:local_data.dat:DST_BUDOKAI_NOTICE_PRIZE_TEAM_SECOND_WINNER | lang0:lang0.pak:DST_BUDOKAI_NOTICE_PRIZE_TEAM_SECOND_WINNER	
Team State	ffb72efe4c52	2	2	lang0,taiwan	taiwan:local_data.dat:DST_BUDOKAI_NOTICE_TEAM_STATE | lang0:lang0.pak:DST_BUDOKAI_NOTICE_TEAM_STATE	
Team Winner	8514acef4756	2	2	lang0,taiwan	taiwan:local_data.dat:DST_BUDOKAI_NOTICE_TEAM_WINNER | lang0:lang0.pak:DST_BUDOKAI_NOTICE_TEAM_WINNER	
Team Winner Prize	b2406cb6a595	2	2	lang0,taiwan	taiwan:local_data.dat:DST_BUDOKAI_NOTICE_PRIZE_TEAM_WINNER | lang0:lang0.pak:DST_BUDOKAI_NOTICE_PRIZE_TEAM_WINNER	
Teleport or Exit	f78e14cc43ea	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DRAGONBALL_SCRAMBLE_CONFIRM_DROP_2 | lang0:lang0.pak:DST_DRAGONBALL_SCRAMBLE_CONFIRM_DROP_2	
Temporary error.	76c3444baa6e	2	2	lang0,taiwan	taiwan:local_sync_data.dat:GAME_COMMON_TEMPORARY_ | lang0:lang0.pak:GAME_COMMON_TEMPORARY_	
The Server is going to shut down!	8434345de550	2	2	lang0,taiwan	taiwan:local_data.dat:DST_SHUTDOWN_WARNING | lang0:lang0.pak:DST_SHUTDOWN_WARNING	
This Outfit were worn by a Very\n Well Skilled Martial Artist	d814b5663f5f	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:111702981:0 | tbl:tbl1.pak:0x01693291	This Outfit were worn by a Very\n Well Skilled 武道家 [tbl:tbl1.pak:0x01693291]
Title Effect has been setted.	650249f46154	2	2	lang0,taiwan	taiwan:local_data.dat:DST_ITEM_CAN_NOT_MOVE_ERROR_PACKET_SEND2 | lang0:lang0.pak:DST_ITEM_CAN_NOT_MOVE_ERROR_PACKET_SEND2	
Transform	dea51bb13a44	2	2	lang0,tbl	lang0:lang0.pak:DST_EQUIP_SLOT_TYPE_FULLBODY | tbl:tbl1.pak:0x017F325E	幻化 [lang0:lang0.pak:DST_EQUIP_SLOT_TYPE_FULLBODY]
Transmog Weapon	05c3e821f481	2	2	lang0,taiwan	taiwan:local_data.dat:DST_EQUIP_SLOT_TYPE_SUB_WEAPONTRASMOG | lang0:lang0.pak:DST_EQUIP_SLOT_TYPE_SUB_WEAPONTRASMOG	幻化武器 [lang0:lang0.pak:DST_EQUIP_SLOT_TYPE_SUB_WEAPONTRASMOG]
Trigger Error END.	2897323ad52d	2	2	lang0,taiwan	taiwan:local_sync_data.dat:GAME_TS_ERROR_END | lang0:lang0.pak:GAME_TS_ERROR_END	
Ultimate Majin	40e99d68c8fe	2	2	lang0,tbl	lang0:lang0.pak:DST_ULTI_MA | tbl:tbl1.pak:0x01863075	奥迪魔 [lang0:lang0.pak:DST_ULTI_MA]
Uncommon	630e0b25835d	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DWC_CARD_GRADE_02 | lang0:lang0.pak:DST_DWC_CARD_GRADE_02	普通 [taiwan:local_data.dat:DST_DWC_CARD_GRADE_02]
Under Attack	89a69b807bd0	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DWC_STATE_OPEN | lang0:lang0.pak:DST_DWC_STATE_OPEN	
Unique	87c6f410754d	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DWC_CARD_GRADE_03 | lang0:lang0.pak:DST_DWC_CARD_GRADE_03	
Unstuck	7032a66f78e9	2	2	lang0,taiwan	taiwan:local_data.dat:DST_MAINMENU_UNSTUCK | lang0:lang0.pak:DST_MAINMENU_UNSTUCK	脱卡 [lang0:lang0.pak:DST_MAINMENU_UNSTUCK]
Upgrade Exchange Nugget	f7c9dd831b30	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:990300020:0 | tbl:tbl1.pak:0x016AEAA9	
Used by Demon Slayer Kamado Tanjiro	dacc13d8fd61	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:99199976:0 | tbl:tbl1.pak:0x01655347	
Used by Saiyan Caulifla.	7b8b3a7eceb5	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:10051:0 | tbl:tbl1.pak:0x012D9387	
Used by Saiyan Kale.	60aa167de8cf	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:10061:0 | tbl:tbl1.pak:0x012D93D9	
Vampa Entrance Machine	314a0a4d833c	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:6:1390000:0 | tbl:tbl1.pak:0x01722962	
Vegeta Armor [Namek Saga]	93b5b4f77e90	2	2	taiwan,tbl	taiwan:table_text_all_data.rdf:3:111702890:0 | tbl:tbl1.pak:0x01692D89	
Vehicle Merchant	96e55380c38d	2	2	lang0,tbl	lang0:lang0.pak:DST_JOB_VEHICLE_MERCHANT | tbl:tbl1.pak:0x01868CC1	
Ver.	ad13edd94b15	2	2	lang0,taiwan	taiwan:local_sync_data.dat:DST_CLIENT_VERSION | lang0:lang0.pak:DST_CLIENT_VERSION	
Very Good	957526a11220	2	2	lang0,tbl	lang0:lang0.pak:DST_ITEMUPGRADE_PREDICT_VERYGOOD | tbl:tbl1.pak:0x018627A5	
View Rankings	032782bca13f	2	2	lang0,tbl	lang0:lang0.pak:DST_RANKBOARD_TITLE | tbl:tbl1.pak:0x0186BFA4	
VP %d/%d	8d2727eba5b5	2	2	lang0,taiwan	taiwan:local_data.dat:DST_SP_GAGE | lang0:lang0.pak:DST_SP_GAGE	
Winner Prize	71bf4d02ff02	2	2	lang0,taiwan	taiwan:local_data.dat:DST_BUDOKAI_NOTICE_PRIZE_WINNER | lang0:lang0.pak:DST_BUDOKAI_NOTICE_PRIZE_WINNER	
You are no longer a Buuhan!	661464b047d5	2	2	lang0,taiwan	taiwan:local_data.dat:DST_SYSTEMMSG_CHANGE_SUPER_BOO_ATTACKER | lang0:lang0.pak:DST_SYSTEMMSG_CHANGE_SUPER_BOO_ATTACKER	
You are no longer a Evil Namek!	4c9be6d96dc9	2	2	lang0,taiwan	taiwan:local_data.dat:DST_SYSTEMMSG_CHANGE_EVIL_NAMEK_ATTACKER | lang0:lang0.pak:DST_SYSTEMMSG_CHANGE_EVIL_NAMEK_ATTACKER	
You are no longer a Oozaru!	853631c4e990	2	2	lang0,taiwan	taiwan:local_data.dat:DST_SYSTEMMSG_CHANGE_BIG_MONKEY_ATTACKER | lang0:lang0.pak:DST_SYSTEMMSG_CHANGE_BIG_MONKEY_ATTACKER	
You are no longer a Orange Namek!	4a79713bbf82	2	2	lang0,taiwan	taiwan:local_data.dat:DST_SYSTEMMSG_CHANGE_KING_NAMEK_ATTACKER | lang0:lang0.pak:DST_SYSTEMMSG_CHANGE_KING_NAMEK_ATTACKER	
You are no longer a Super Boo!	6d4f11f66f7c	2	2	lang0,taiwan	taiwan:local_data.dat:DST_SYSTEMMSG_CHANGE_EVIL_BOO_ATTACKER | lang0:lang0.pak:DST_SYSTEMMSG_CHANGE_EVIL_BOO_ATTACKER	
You are no longer a Super Saiyan 2!	0aa6ba779234	2	2	lang0,taiwan	taiwan:local_data.dat:DST_SYSTEMMSG_CHANGE_SUPER_SAIYAN2_ATTACKER | lang0:lang0.pak:DST_SYSTEMMSG_CHANGE_SUPER_SAIYAN2_ATTACKER	
You are no longer a Super Saiyan 3!	96e8802b92d4	2	2	lang0,taiwan	taiwan:local_data.dat:DST_SYSTEMMSG_CHANGE_SUPER_SAIYAN3_ATTACKER | lang0:lang0.pak:DST_SYSTEMMSG_CHANGE_SUPER_SAIYAN3_ATTACKER	
You are no longer a Super Saiyan 4!	554aad2de144	2	2	lang0,taiwan	taiwan:local_data.dat:DST_SYSTEMMSG_CHANGE_SUPER_SAIYAN4_ATTACKER | lang0:lang0.pak:DST_SYSTEMMSG_CHANGE_SUPER_SAIYAN4_ATTACKER	
You are no longer a Super Saiyan Blue!	6531d0aa426d	2	2	lang0,taiwan	taiwan:local_data.dat:DST_SYSTEMMSG_CHANGE_SUPER_SAIYANBLUE_ATTACKER | lang0:lang0.pak:DST_SYSTEMMSG_CHANGE_SUPER_SAIYANBLUE_ATTACKER	
You have Fainted	4c9e00582bd1	2	2	lang0,taiwan	taiwan:local_data.dat:DST_DRAGONBALL_SCRAMBLE_FAINT_DROP_MSG | lang0:lang0.pak:DST_DRAGONBALL_SCRAMBLE_FAINT_DROP_MSG	
You will get off the vehicle soon.	c54ba5f2cfff	2	2	lang0,taiwan	taiwan:local_sync_data.dat:GAME_VEHICLE_WILL_GET_OFF_SOON | lang0:lang0.pak:GAME_VEHICLE_WILL_GET_OFF_SOON	
You're in a Party %s	fd961a0fe83a	2	2	lang0,taiwan	taiwan:local_data.dat:DST_BUDOKAI_NEWS_INFO_TEAM_STATE | lang0:lang0.pak:DST_BUDOKAI_NEWS_INFO_TEAM_STATE	
▲	723737b6f816	2	2	lang0,taiwan	taiwan:local_data.dat:DST_MARKET_UP_MARK | lang0:lang0.pak:DST_MARKET_UP_MARK	
▼	535a8b587953	2	2	lang0,taiwan	taiwan:local_data.dat:DST_MARKET_DOWN_MARK | lang0:lang0.pak:DST_MARKET_DOWN_MARK	
